from,to,time,count
11237,7765,20675,1
8777,18551,20675,1
10139,8117,20675,1
7897,11237,20675,1
7577,9765,20675,4
8777,746,20676,1
8777,18351,20676,1
8962,4705,20676,1
7577,9765,20676,1
8962,4353,20676,1
8777,746,20677,1
8777,16221,20677,1
9765,9766,20678,1
8777,746,20678,1
7577,10139,20678,1
7577,9765,20678,2
11394,8274,20679,1
7577,9765,20679,2
2538,8117,20679,1
10139,8117,20679,1
10139,7765,20680,2
7577,9765,20680,1
9765,7577,20680,1
7751,10658,20680,1
8962,4705,20680,2
8777,24465,20680,2
7751,2405,20680,1
7577,10215,20680,1
10215,9763,20681,1
8777,24465,20682,2
7577,10851,20682,1
9766,10139,20682,1
10139,9766,20682,1
7918,9766,20682,1
9766,7918,20682,1
2538,8117,20683,1
8777,24904,20683,1
8941,11394,20684,1
9763,9764,20684,1
10851,7897,20684,1
10851,8215,20684,1
7577,11443,20684,1
9764,9763,20684,1
7897,11237,20685,1
7577,9765,20685,2
7577,11237,20685,1
8962,4705,20685,1
7897,10215,20685,1
9765,7577,20685,1
8777,24904,20685,1
7897,10851,20685,1
7751,10851,20686,1
9765,7577,20686,1
8962,4705,20686,1
8962,21426,20687,1
8777,24465,20687,3
8962,20724,20687,1
2538,8117,20687,1
9766,10215,20688,1
10215,9763,20688,1
8962,9341,20688,1
10215,9766,20688,1
8962,16347,20689,1
2538,8117,20689,1
8962,16347,20690,1
7577,9765,20690,1
7577,9766,20690,1
7577,9765,20691,1
8962,16347,20691,1
9765,9766,20691,1
8962,16347,20692,1
9763,9764,20692,1
9764,9763,20692,1
2538,8117,20693,1
8962,16347,20693,3
9766,10215,20694,1
10215,9763,20694,1
10215,9766,20694,1
8962,14181,20694,2
8962,14181,20695,2
7765,2060,20695,1
10215,7751,20696,1
7577,10215,20696,1
7577,9765,20696,1
8962,14181,20696,1
7765,2060,20697,2
7765,14371,20698,1
7765,2060,20698,1
2538,8117,20698,1
8962,20345,20698,2
8962,20345,20699,1
7765,14371,20699,1
8962,3285,20700,1
8962,20345,20700,1
7765,2299,20701,1
8962,22646,20701,1
10215,9763,20701,1
2538,8117,20701,1
9764,9763,20702,1
9763,9764,20702,1
7577,9765,20703,1
7577,9766,20703,1
7765,18169,20703,2
7577,9765,20704,1
9765,9766,20705,1
2538,8117,20705,1
7765,18169,20705,2
9765,7577,20705,1
7765,18169,20706,2
7577,10851,20706,1
7577,2405,20706,2
10851,8274,20706,1
9765,7577,20706,1
7577,9765,20707,1
10215,9763,20708,1
7765,18340,20708,1
7765,18169,20708,1
7765,18340,20709,1
7897,18139,20709,1
7897,2060,20709,1
2538,8117,20709,1
7897,2032,20710,1
7897,2032,20711,1
9764,9763,20711,1
9763,9764,20711,1
7765,14096,20712,1
7765,9341,20712,1
7897,2032,20712,1
7765,14096,20713,1
7897,2032,20713,1
7765,14054,20714,1
10215,9763,20714,1
9765,7577,20715,1
7897,2032,20715,1
7577,9766,20715,1
7897,2032,20716,1
7765,22600,20717,1
7577,9765,20717,3
9765,9766,20717,1
7765,14096,20718,2
7897,14371,20718,1
9764,9763,20718,1
7897,2032,20718,3
9763,9764,20718,1
7765,14096,20719,2
10215,9763,20720,1
7765,16791,20720,1
7897,2032,20720,1
7897,2032,20721,3
7765,16791,20722,6
7897,2032,20722,1
7765,17366,20723,1
7765,11885,20724,1
7765,21378,20725,1
7765,11885,20725,2
7765,21378,20726,1
7897,23895,20726,1
7897,2032,20726,1
7897,12080,20727,1
7765,21378,20727,1
10215,9763,20727,1
9764,9763,20728,1
7765,21378,20728,1
9763,9764,20728,1
7765,13645,20729,1
7765,21378,20729,1
7897,12080,20730,1
7577,9766,20730,1
7765,1811,20730,1
9765,7577,20730,1
7577,2405,20730,1
7577,2538,20731,1
7897,12080,20731,1
9765,7577,20732,1
9765,9766,20732,1
7577,9765,20732,1
7577,10139,20732,1
7897,12080,20733,2
10215,9763,20733,1
7765,1802,20733,1
7765,10393,20734,1
7577,10215,20734,1
7897,12080,20734,2
7577,10658,20735,1
7897,15609,20735,1
7577,9765,20735,1
7765,9765,20736,1
7577,10851,20736,1
7765,24269,20736,2
7897,14369,20737,1
7897,14371,20737,1
7577,11101,20737,1
7897,25337,20738,1
7577,11443,20738,1
9763,9764,20738,1
9764,9763,20738,1
7765,24269,20738,2
7765,24269,20739,2
7577,11237,20739,1
7765,24269,20740,1
7897,19444,20740,2
10215,9763,20741,1
7897,23894,20741,1
7897,12077,20741,1
7765,24269,20741,1
7765,24269,20742,1
7765,3168,20742,1
7897,21320,20742,1
7897,2223,20743,1
7897,11767,20744,3
9765,7577,20745,1
7897,11768,20745,1
7577,9766,20745,1
7897,11767,20745,1
7765,12156,20746,1
7897,18638,20747,1
9765,9766,20747,1
7765,12156,20747,1
7897,1459,20747,2
7577,9765,20747,2
7765,25359,20747,1
10215,9763,20748,1
7897,1460,20748,1
9763,9764,20748,1
8215,18366,20748,1
8215,18340,20748,1
9764,9763,20748,1
7897,1460,20749,1
12531,7607,20749,1
8215,18169,20749,1
7765,12156,20749,2
7897,11857,20750,1
7765,17229,20750,1
8215,14502,20750,1
8215,18169,20750,1
8215,18366,20750,1
7897,17314,20750,1
8215,18139,20751,1
7897,11857,20751,1
8215,14502,20751,1
7897,18431,20752,2
8215,18139,20752,1
7577,9765,20753,1
8215,2299,20753,1
8409,22601,20753,1
8409,15601,20753,1
8215,2299,20754,1
7897,14176,20754,1
8215,21634,20754,1
7897,14179,20755,1
7897,14177,20756,1
8409,18340,20756,3
7765,17229,20756,1
10215,9763,20756,1
8409,13935,20757,1
8620,15601,20757,1
8409,22655,20757,3
7897,2071,20757,1
8620,15601,20758,1
8620,15613,20758,1
8215,21634,20758,1
9764,9763,20758,1
9763,9764,20758,1
7897,2071,20759,1
8215,21634,20759,1
8409,746,20759,1
7577,9765,20760,1
8620,15601,20760,1
8620,14371,20760,1
8215,21634,20760,1
7577,9766,20760,1
7897,14177,20760,1
7897,14146,20760,1
8215,21629,20760,2
8620,2680,20761,1
7577,9765,20761,2
9765,9766,20761,1
8620,2680,20762,1
8215,21629,20762,1
10215,9763,20762,1
8215,21629,20763,1
8620,2595,20763,1
8409,17366,20763,1
8620,14371,20763,1
8409,16221,20763,1
8409,9341,20763,1
8620,2680,20764,1
8620,2595,20764,1
8409,16199,20764,2
8215,21629,20764,2
8215,21629,20765,1
8409,17012,20765,1
11101,8117,20766,1
7577,11101,20766,1
8215,16791,20766,1
9763,9764,20767,1
9764,9763,20767,1
8620,2595,20767,2
8409,9765,20767,2
7577,10851,20767,1
8409,24639,20767,1
7897,14146,20768,1
7577,10658,20768,1
7577,9765,20768,1
7897,14146,20769,1
8409,24639,20769,1
8409,24638,20769,1
8409,24639,20770,1
10215,9763,20770,1
8409,24639,20771,1
8409,3112,20771,1
7897,14146,20771,1
8620,2595,20771,1
7897,14478,20772,1
8620,2595,20772,1
8409,24639,20772,1
7897,11905,20773,2
8409,24639,20773,1
8620,2595,20774,2
7577,9766,20774,1
9765,7577,20774,1
8409,23908,20774,1
7897,11905,20774,1
8409,12091,20774,1
7577,9765,20775,2
9765,9766,20775,1
9763,9764,20776,1
8620,2272,20776,1
10215,9763,20776,1
9764,9763,20776,1
8409,23908,20777,1
8620,2272,20778,1
8409,10579,20778,1
8409,12091,20778,2
8409,4233,20778,1
8620,2272,20779,3
8620,15609,20780,1
8620,2272,20780,1
8620,15613,20780,1
8409,4233,20781,1
7577,2538,20781,1
8620,15601,20781,1
2538,7607,20781,1
8409,4233,20782,1
8620,15613,20782,1
8620,15601,20783,1
8620,12200,20783,1
10215,9763,20784,1
7577,9765,20784,1
8409,4233,20784,1
9763,9764,20785,1
9764,9763,20785,1
7577,9766,20786,1
8409,4233,20786,1
7577,10851,20786,1
9765,7577,20786,1
7577,10658,20787,1
8962,2299,20787,1
7577,2405,20788,1
7577,9765,20788,2
9765,9766,20788,1
10215,9763,20789,1
8962,2299,20789,3
8962,2299,20790,2
8962,2299,20791,1
7577,10139,20791,1
8962,2299,20792,5
7577,10215,20792,1
8962,2299,20793,1
7577,11101,20793,1
9764,9763,20794,1
12697,7607,20794,22
9763,9764,20794,1
8962,2299,20794,3
7607,12697,20794,1
8962,14371,20794,1
7577,11443,20794,1
8962,2299,20795,2
8962,18366,20795,1
7577,11237,20795,1
12697,7607,20795,29
12697,7607,20796,28
8962,18366,20796,1
10215,9763,20797,1
12697,7607,20797,29
7577,9765,20798,1
12697,7607,20798,29
12697,7607,20799,28
8962,18551,20799,1
12697,7607,20800,29
8962,2299,20800,1
12697,7607,20801,28
7577,9765,20801,1
8962,2060,20801,1
8962,2061,20801,1
7577,9766,20801,1
12697,7607,20802,29
8962,23120,20802,1
12697,7607,20803,28
9765,9766,20803,1
7577,9765,20803,2
10215,9763,20803,1
8962,13640,20803,1
9764,9763,20804,1
12697,7607,20804,29
9763,9764,20804,1
10851,8117,20805,1
7577,10851,20805,1
8962,13640,20805,1
12697,7607,20805,30
8962,21152,20806,1
8962,13640,20806,1
12697,7607,20806,28
8962,15014,20807,1
12697,7607,20807,29
12697,7607,20808,28
8962,15013,20808,1
8962,15014,20808,1
12697,7607,20809,28
8962,15013,20809,1
8962,15013,20810,1
12697,7607,20810,30
10215,9763,20810,1
12697,7607,20811,27
12697,7607,20812,29
8962,15013,20812,4
12697,7607,20813,29
7577,9765,20813,1
9764,9763,20814,1
9763,9764,20814,1
12697,7607,20814,29
8962,15013,20814,1
8962,15013,20815,1
12697,7607,20815,29
8962,15013,20816,1
9765,7577,20816,1
12697,7607,20816,29
7577,9766,20816,1
8962,12077,20817,1
12697,7607,20817,29
7577,9765,20818,2
12697,7607,20818,28
10215,9763,20818,1
9765,9766,20818,1
12697,7607,20819,29
8117,9765,20820,1
9765,8235,20820,1
9765,8117,20820,1
7577,9765,20820,1
12697,7607,20820,28
7765,11443,20820,1
8962,12079,20821,1
12697,7607,20821,29
12697,7607,20822,28
12697,7607,20823,29
8962,18366,20823,1
9763,9764,20824,1
9764,9763,20824,1
12697,7607,20824,28
8962,18366,20825,1
12697,7607,20825,29
10215,9763,20825,1
8962,18366,20826,1
12697,7607,20826,29
8962,12079,20826,1
8962,11854,20826,1
12697,7607,20827,28
8962,13922,20827,1
8962,13922,20828,2
12697,7607,20828,29
12697,7607,20829,29
12697,7607,20830,1
8962,15411,20830,1
7577,9766,20831,1
7577,9765,20831,2
10215,9763,20832,1
9765,9766,20832,1
7577,9765,20832,2
9764,9763,20833,1
9763,9764,20833,1
10215,9763,20834,1
9764,9763,20835,1
9763,9764,20835,1
7577,10851,20836,1
7577,9766,20836,1
7577,9765,20836,1
7577,9765,20837,1
7577,9765,20838,1
7577,10658,20838,1
9765,7577,20838,1
9765,9766,20838,1
10215,9763,20838,1
7577,2405,20839,1
7577,2538,20840,1
7577,10139,20841,1
7577,9765,20842,1
7577,10215,20842,1
11237,8556,20842,1
7577,10851,20843,1
7577,9765,20843,4
7577,11101,20843,1
9765,7577,20843,1
7577,10215,20843,2
7577,11237,20844,3
9764,9763,20844,1
7577,9765,20844,7
7577,11443,20844,1
7577,2405,20844,1
9763,9764,20844,1
7577,2405,20845,1
7577,11394,20845,2
9765,7577,20845,3
10215,9763,20845,1
7577,9765,20845,5
7577,2538,20845,1
7577,10658,20845,1
7577,9766,20846,1
7577,9765,20846,1
7577,9765,20847,1
9765,7577,20847,1
10215,9763,20847,1
9765,9766,20847,1
9764,9763,20848,1
9763,9764,20848,1
7577,9765,20849,1
10215,9763,20850,1
9764,9763,20851,1
9763,9764,20851,1
9765,7577,20852,1
7577,9766,20852,1
7577,9765,20853,2
9765,9766,20853,1
10215,9763,20853,1
19045,9184,20854,45
19045,9164,20854,45
19045,9174,20854,45
19045,9154,20854,45
19045,8620,20854,45
19045,9134,20854,45
19045,8409,20854,45
19045,8327,20854,45
19045,8777,20854,45
19045,8882,20854,45
19045,8933,20854,45
19045,8941,20854,45
19045,8962,20854,45
19045,9094,20854,45
8777,19045,20854,1
19045,9144,20854,45
19045,9104,20854,45
8409,19045,20854,1
19045,9114,20854,45
19045,9124,20854,45
19045,8770,20854,45
19045,8556,20854,45
9764,9763,20855,1
9763,9764,20855,1
10215,9763,20856,1
7577,9765,20856,1
7577,9765,20857,1
7577,9766,20857,1
10215,9763,20858,1
9765,9766,20858,1
7577,9765,20858,2
8598,11101,20859,1
9763,9764,20859,1
9764,9763,20859,1
10215,9763,20860,1
7577,9765,20861,1
9144,9766,20862,1
9763,9764,20862,1
9764,9763,20862,1
7577,9766,20863,1
7577,10851,20863,1
9765,7577,20863,1
7577,10658,20864,1
7577,2405,20865,1
7577,9765,20865,1
9765,7577,20865,1
10215,9763,20865,1
9765,9766,20865,1
7577,2538,20866,1
7577,10139,20867,1
9765,8235,20868,1
9765,8236,20868,1
9765,7577,20868,1
7577,10215,20868,1
7577,9765,20868,1
8409,2405,20868,1
7577,11101,20869,1
7577,11443,20870,1
9763,9764,20870,1
9764,9763,20870,1
10215,9763,20871,1
7577,11237,20871,1
7577,9765,20872,1
9765,7577,20873,1
7577,9766,20873,1
7577,9765,20874,1
9765,9766,20874,1
9765,7577,20874,1
10215,9763,20874,1
9764,9763,20875,1
9763,9764,20875,1
10215,9763,20876,1
9763,9764,20877,1
9764,9763,20877,1
9765,7577,20878,1
7577,9766,20878,1
10215,9763,20879,1
9765,9766,20879,1
7577,9765,20879,3
9764,9763,20880,1
9763,9764,20880,1
10215,9763,20881,1
9765,8274,20882,2
7577,9765,20882,4
7751,11237,20882,1
9765,8235,20882,1
7577,9765,20883,1
9765,8235,20883,1
9765,8215,20883,1
9765,7577,20884,1
9765,9766,20885,1
7577,9765,20885,2
10215,9763,20885,1
9764,9763,20886,1
9763,9764,20886,1
10215,9763,20887,1
7577,9765,20887,1
9763,9764,20888,1
9764,9763,20888,1
7577,10851,20889,1
7577,9766,20889,1
9765,7577,20889,1
7577,10658,20890,1
9765,9766,20891,1
7577,2405,20891,1
10215,9763,20891,1
7577,9765,20891,2
7577,2538,20892,1
7577,10139,20893,1
7577,10215,20894,1
7577,11101,20895,1
9763,9764,20896,1
7577,11443,20896,1
9764,9763,20896,1
10215,9763,20897,1
7577,11237,20897,1
7577,9765,20898,1
9765,7577,20899,1
7577,9766,20899,1
10215,9763,20900,1
9765,9766,20900,1
7577,9765,20900,2
9763,9764,20901,1
9764,9763,20901,1
10215,9763,20902,1
9763,9764,20903,1
9764,9763,20903,1
7577,9765,20904,2
7897,10851,20904,1
7577,9766,20905,1
9765,7577,20905,1
10215,9763,20905,1
7577,9765,20906,1
9765,9766,20906,1
9765,7577,20906,1
9763,9764,20907,1
10215,9763,20907,1
9764,9763,20907,1
7577,9765,20908,1
7577,9765,20909,1
10215,9763,20909,1
7577,9766,20909,1
11394,7765,20910,2
9765,7577,20910,1
7577,9765,20911,2
9765,9766,20911,1
9764,9763,20912,1
9763,9764,20912,1
10215,9763,20913,1
9765,7577,20914,1
11443,8933,20914,1
7577,10658,20914,3
7577,9765,20914,4
9764,9763,20915,1
9763,9764,20915,1
10215,9763,20916,1
7577,9766,20917,1
9765,7577,20917,1
7577,10851,20917,1
7577,9765,20918,1
7577,2405,20919,1
9765,9766,20919,1
7577,9765,20919,2
7577,2538,20920,1
7577,10139,20921,1
10215,9763,20922,1
7577,10215,20922,1
7577,11101,20923,1
7577,11443,20924,1
9764,9763,20924,1
9763,9764,20924,1
7577,11237,20925,1
10215,9763,20926,1
7577,9765,20927,1
7577,9765,20928,2
9765,9766,20928,1
7577,9765,20929,1
9763,9764,20929,1
9764,9763,20929,1
10215,9763,20930,1
10215,9763,20931,1
9764,9763,20932,1
9763,9764,20932,1
7577,9766,20933,1
7577,9765,20933,1
9765,9766,20934,1
7577,9765,20934,2
10215,9763,20935,1
7577,9765,20936,1
9764,9763,20937,1
9763,9764,20937,1
10215,9763,20938,1
7577,9765,20939,1
7577,9766,20939,1
9765,7577,20940,1
10215,9763,20940,1
7577,9765,20940,1
9765,9766,20940,1
9764,9763,20941,1
9763,9764,20941,1
7577,9765,20942,1
10215,9763,20943,1
9763,9764,20944,1
9764,9763,20944,1
7577,10851,20945,1
7577,9766,20945,1
7577,9765,20945,1
7577,10658,20946,1
9765,9766,20947,1
7577,9765,20947,2
7577,2405,20947,1
10215,9763,20947,1
7577,2538,20948,1
7577,10139,20949,1
7577,10215,20950,1
7577,11101,20951,1
7577,9765,20952,1
9764,9763,20952,1
10215,9763,20952,1
9763,9764,20952,1
9766,9765,20952,163
7577,11443,20952,1
9766,9765,20953,349
7577,11237,20953,1
7577,9765,20954,1
7577,9765,20955,1
7577,9766,20955,1
10215,9763,20955,1
7577,9765,20956,1
9765,9766,20956,1
9765,7577,20956,1
9764,9763,20957,1
9763,9764,20957,1
10215,9763,20958,1
9763,9764,20959,1
9764,9763,20959,1
10215,9763,20960,1
7577,9766,20961,1
7577,9765,20961,1
7577,9765,20962,2
9765,9766,20962,1
10215,9763,20963,1
9764,9763,20964,1
9763,9764,20964,1
7577,9765,20965,1
8962,15601,20966,1
10215,9763,20966,1
7577,9766,20967,1
9765,7577,20967,1
8962,18551,20968,1
8962,15613,20968,1
7577,9765,20969,2
9765,9766,20969,1
9763,9764,20970,1
9764,9763,20970,1
8962,18366,20970,1
8962,18366,20971,2
10215,9763,20972,1
8962,12080,20973,1
10215,9763,20974,1
9763,9764,20975,1
9764,9763,20975,1
7577,9765,20976,2
7577,9766,20976,1
7577,10851,20976,1
7577,10658,20977,1
7577,9765,20978,2
9765,9766,20978,1
7577,2405,20978,1
7577,2538,20979,1
10215,9763,20980,1
7577,10139,20980,1
7577,10215,20981,1
7577,11101,20982,1
9764,9763,20983,1
9763,9764,20983,1
7577,11443,20983,1
7577,11237,20984,1
10215,9763,20985,1
7577,9766,20986,1
7577,9765,20986,1
9765,9766,20987,1
7577,9765,20987,3
9764,9763,20988,1
10215,9763,20988,1
9763,9764,20988,1
10215,9763,20989,1
9763,9764,20990,1
9764,9763,20990,1
7577,9766,20991,1
7577,9765,20991,1
9765,9766,20992,1
10215,9763,20992,1
7577,9765,20992,2
7577,9765,20993,1
9763,9764,20994,1
9764,9763,20994,1
10215,9763,20995,1
7577,9766,20996,1
7577,9765,20996,1
10215,9763,20997,1
7577,9765,20997,2
9765,9766,20997,1
9763,9764,20998,1
9764,9763,20998,1
7577,9765,20999,1
10215,9763,21000,1
9764,9763,21001,1
9763,9764,21001,1
10215,9763,21002,1
9765,7577,21002,1
7577,10851,21002,1
7577,9766,21002,1
7577,10658,21003,1
9765,9766,21004,1
7577,9765,21004,2
7577,2405,21004,1
7577,2538,21005,1
7577,10139,21006,1
7577,10215,21007,1
7577,11101,21008,1
10215,9763,21009,1
9764,9763,21009,1
7577,9765,21009,1
7577,11443,21009,1
9763,9764,21009,1
7577,11237,21010,1
10215,9763,21011,1
7577,9766,21012,1
7577,9765,21012,1
9765,9766,21013,1
7577,9765,21013,2
9763,9764,21014,1
9764,9763,21014,1
10215,9763,21015,1
7577,9765,21016,1
9763,9764,21017,1
9764,9763,21017,1
10215,9763,21018,1
7577,9766,21019,1
9765,7577,21019,1
7577,9765,21020,2
9765,9766,21020,1
10215,9763,21021,1
9763,9764,21022,1
9764,9763,21022,1
11443,7918,21023,1
7577,9765,21023,1
10215,9763,21024,1
7577,9765,21024,1
7577,9765,21025,1
9765,9766,21026,1
7577,9765,21026,2
9763,9764,21027,1
9764,9763,21027,1
10215,9763,21028,1
10215,9763,21029,1
9763,9764,21030,1
9764,9763,21030,1
7577,9765,21031,1
7577,9766,21032,1
7577,10851,21032,1
9765,7577,21032,1
7577,10658,21033,1
7577,2405,21034,1
7577,9765,21034,2
9765,9766,21034,1
10215,9763,21035,1
7577,2538,21036,1
7577,10139,21037,1
7577,10215,21038,1
7577,11101,21039,1
7577,11443,21040,1
9763,9764,21040,1
9764,9763,21040,1
7577,11237,21041,1
10215,9763,21042,1
7577,9765,21043,1
9766,7577,21043,1
7577,9765,21044,1
10215,9763,21045,1
7577,9765,21045,1
9766,9765,21045,1
9765,7577,21045,1
9763,9764,21046,1
2405,8017,21047,1
7577,9766,21047,2
2405,7918,21047,1
7577,9765,21047,2
8236,11443,21047,1
8274,11443,21048,1
9763,10215,21048,13
10851,8274,21048,1
10215,9763,21048,14
10851,8215,21049,1
2538,7706,21049,1
9763,10215,21049,12
8235,2405,21049,1
10139,7918,21049,1
2538,7918,21049,1
8215,10851,21049,14
10215,9763,21049,12
8235,10851,21049,1
8215,2405,21049,1
10139,7706,21049,1
10139,7897,21049,1
11101,7918,21049,1
7918,2538,21050,1
9763,10215,21050,14
7897,11443,21050,1
9765,9766,21050,2
10139,7607,21050,1
7607,2405,21050,1
10215,9763,21050,14
11443,7897,21050,4
9763,9764,21051,1
9763,10215,21051,14
10215,9763,21051,14
9764,9763,21051,2
11443,7897,21051,2
8215,11237,21052,5
9763,10215,21052,12
7897,15601,21052,65
7897,15603,21052,2
10851,7765,21052,1
10851,8215,21052,2
7897,15613,21052,1
7897,15628,21052,1
11237,8215,21052,1
10215,9763,21052,12
7897,15600,21052,1
7706,2405,21052,1
11443,7751,21053,4
9763,10215,21053,14
7751,11443,21053,1
10215,9763,21053,14
8620,15601,21054,1
8215,11394,21054,1
7897,16824,21054,1
9763,10215,21054,14
7897,2299,21054,1
8215,10658,21054,1
8215,2405,21054,1
11443,7751,21054,2
2405,7751,21054,1
2405,8017,21054,1
10215,9763,21054,14
8236,22652,21055,1
10215,9763,21055,12
8236,3358,21055,1
9763,10215,21055,12
7751,2538,21056,1
10215,9763,21056,15
7751,10658,21056,1
10658,7706,21056,1
7751,10215,21056,1
9763,10215,21056,14
8017,11101,21056,1
7897,2299,21056,1
8620,15613,21056,1
7751,10851,21056,1
2538,7918,21056,1
11101,8017,21056,2
8017,11443,21056,1
2538,7897,21056,2
10658,7897,21056,1
7897,14046,21057,1
9763,10215,21057,14
10658,8017,21057,1
10658,8274,21057,1
8962,3358,21057,1
10658,8236,21057,1
10658,8235,21057,1
10658,7706,21057,1
10215,9763,21057,14
10851,8215,21057,1
7897,2299,21057,1
10658,7863,21057,1
10658,7765,21057,1
10658,7897,21057,1
8962,3367,21057,1
8962,15601,21057,1
10658,7918,21057,1
7897,10658,21057,1
7765,10215,21058,1
7706,10658,21058,2
8235,10851,21058,1
7765,11443,21058,1
2538,7765,21058,1
9763,10215,21058,12
8215,11101,21058,2
10215,9763,21058,12
8236,22601,21058,1
7765,11101,21058,1
8236,22652,21058,1
8235,10658,21058,1
8215,10851,21058,1
7765,10139,21058,1
11394,7918,21058,1
10139,7706,21059,1
9763,10215,21059,14
8236,3358,21059,1
11394,7751,21059,1
10139,8274,21059,1
10139,8235,21059,1
10139,8236,21059,1
10658,7765,21059,1
8215,10851,21059,1
8620,15609,21059,1
8117,10139,21059,1
10139,8017,21059,1
10215,9763,21059,14
10139,7765,21059,1
10139,7607,21059,1
10139,7918,21059,1
7751,11394,21059,1
10139,8117,21059,1
7751,11443,21059,1
10139,7897,21059,1
7897,14046,21059,1
9763,10215,21060,14
8962,2299,21060,1
11237,8017,21060,1
11237,7751,21060,2
8017,10139,21060,1
7897,11555,21060,1
7897,14046,21060,1
7765,10139,21060,1
10139,8274,21060,1
10658,7751,21060,1
11237,7706,21060,1
10215,9763,21060,14
2538,7751,21061,1
8236,11394,21061,1
10658,8236,21061,2
10658,8235,21061,1
7577,9765,21061,1
8236,3367,21061,2
10658,8215,21061,1
10658,8017,21061,1
7765,11394,21061,1
11101,7751,21061,1
9763,9764,21061,1
10658,7607,21061,1
10215,7765,21061,1
9763,10215,21061,12
7765,10139,21061,1
2538,7765,21061,1
8236,10851,21061,1
2538,8236,21061,1
2538,7918,21061,1
10215,9763,21061,12
9764,9763,21061,1
8620,15602,21061,1
10215,8235,21061,1
8962,2299,21061,3
8236,10658,21061,2
10215,7751,21061,1
2405,7863,21062,1
10215,9763,21062,14
2538,7765,21062,1
2405,7607,21062,1
7706,10139,21062,1
7706,10658,21062,1
7706,10215,21062,1
2405,7751,21062,1
8235,10139,21062,1
8235,11101,21062,1
2538,8235,21062,1
7897,11443,21062,1
7897,2405,21062,1
7706,10851,21062,1
7897,11555,21062,1
10215,8236,21062,1
7918,11443,21062,2
10215,7751,21062,1
11394,8215,21062,1
2538,7897,21062,1
7897,12071,21062,1
10658,8274,21062,1
9763,10215,21062,14
8236,10658,21062,1
8962,2299,21062,1
2538,7706,21062,1
11394,8236,21062,2
7577,9766,21062,1
8236,10851,21062,1
7897,10139,21062,1
11443,7765,21062,1
7897,12071,21063,1
7765,11394,21063,1
8215,2405,21063,14
7765,2538,21063,1
8620,19452,21063,2
8236,23895,21063,1
8882,2595,21063,1
8236,16824,21063,1
9763,10215,21063,14
10658,7706,21063,1
2405,8215,21063,1
10215,9763,21063,15
11443,7765,21063,1
7577,2405,21063,1
8274,10658,21063,1
7577,10215,21063,2
7577,9765,21063,2
8236,10139,21064,1
8620,18339,21064,1
8235,10215,21064,1
8236,23870,21064,1
8274,2538,21064,1
9763,10215,21064,12
10851,7918,21064,1
8882,2594,21064,1
11443,8274,21064,2
10215,9763,21064,12
10215,9763,21065,14
7897,12071,21065,1
8235,10658,21065,1
11237,8235,21065,1
8235,11237,21065,1
9763,10215,21065,14
8962,2299,21065,1
8236,15014,21065,2
8117,10139,21065,1
8882,2594,21065,1
8962,3358,21065,1
8962,22601,21065,1
8236,10139,21065,1
7897,2680,21065,1
8117,11443,21066,1
8215,10658,21066,18
8962,2299,21066,1
11443,8117,21066,5
10215,9763,21066,14
8882,2594,21066,2
2538,8235,21066,2
9763,10215,21066,14
8620,18339,21066,1
10658,8215,21066,1
7897,12071,21066,2
8882,2594,21067,1
8274,11237,21067,1
8882,18139,21067,2
7897,12071,21067,2
11443,8117,21067,9
8620,16824,21067,2
9766,7897,21067,1
8620,23895,21067,1
8236,3358,21067,1
7897,9766,21067,1
10215,9763,21067,12
9763,10215,21067,12
9766,9765,21067,2
8962,2299,21067,2
8620,14365,21067,1
8620,25367,21068,1
9763,10215,21068,14
8236,23803,21068,1
8882,14046,21068,1
8962,18151,21068,1
10215,9763,21068,14
8962,18151,21069,2
8556,10215,21069,1
8620,2595,21069,1
8620,25367,21069,1
7897,17903,21069,1
9763,10215,21069,14
7897,12071,21069,1
8962,15601,21069,1
8620,25368,21069,1
10215,9763,21069,14
9763,10215,21070,12
7577,11394,21070,1
8620,2595,21070,1
10215,9763,21070,12
2538,7765,21071,1
8017,2538,21071,1
2538,7751,21071,1
2538,7607,21071,1
8274,10139,21071,1
8962,14544,21071,2
8215,2538,21071,1
9764,9763,21071,1
8117,2538,21071,1
9763,9764,21071,1
2538,8215,21071,1
9763,10215,21071,14
10215,9763,21071,15
2538,8235,21071,1
10139,8274,21071,1
8962,11543,21071,1
10139,8236,21071,1
9765,9766,21071,1
8236,12616,21071,1
2538,8236,21071,1
7607,11394,21071,1
7607,10139,21071,1
7897,4355,21071,1
2538,8274,21071,1
2538,7918,21071,1
8941,2680,21071,1
2538,7897,21071,1
7897,10768,21071,1
8882,13941,21071,1
2538,8117,21071,1
8236,12616,21072,1
2538,8017,21072,1
7897,22659,21072,1
7897,20675,21072,1
8017,11443,21072,1
11443,8017,21072,1
8620,15819,21072,1
9766,7897,21072,1
11443,8274,21072,1
8620,2595,21072,1
11443,7706,21072,1
2538,7863,21072,1
8882,22652,21072,4
7897,9766,21072,1
8215,2405,21072,1
8941,14365,21072,1
11443,7765,21072,1
11443,8215,21072,1
9763,10215,21072,14
8274,10851,21072,1
8274,2538,21072,1
10215,9763,21072,14
2538,7706,21072,1
9763,10215,21073,12
7607,11443,21073,1
10215,9763,21073,12
8236,12616,21073,1
7706,2538,21073,2
8620,18352,21073,1
8017,2405,21073,2
11237,8017,21073,1
8017,11237,21073,1
8620,2595,21073,1
